source,target,y,split
CHEMBL.COMPOUND:CHEMBL1729579,MONDO:0005068,1,val
CHEMBL.COMPOUND:CHEMBL1200337,MONDO:0005068,1,test
CHEMBL.COMPOUND:CHEMBL24,MONDO:0005068,1,train
CHEMBL.COMPOUND:CHEMBL16694,MONDO:0005068,1,train
CHEMBL.COMPOUND:CHEMBL1466,MONDO:0005068,1,train
CHEMBL.COMPOUND:CHEMBL1200981,MONDO:0006058,1,train
CHEMBL.COMPOUND:CHEMBL501867,MONDO:0006058,1,train
CHEMBL.COMPOUND:CHEMBL1554,MONDO:0006058,1,train
CHEMBL.COMPOUND:CHEMBL452231,MONDO:0004967,1,train
CHEMBL.COMPOUND:CHEMBL1750,MONDO:0004967,1,train
CHEMBL.COMPOUND:CHEMBL1563,MONDO:0004967,1,train
CHEMBL.COMPOUND:CHEMBL2105882,MONDO:0004967,1,train
CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0004967,1,train
CHEMBL.COMPOUND:CHEMBL632,MONDO:0004967,1,val
CHEMBL.COMPOUND:CHEMBL501867,MONDO:0004967,1,test
CHEMBL.COMPOUND:CHEMBL110054,MONDO:0004967,1,test
CHEMBL.COMPOUND:CHEMBL635,MONDO:0004967,1,train
CHEMBL.COMPOUND:CHEMBL1504,MONDO:0004967,1,train
CHEMBL.COMPOUND:CHEMBL1451,MONDO:0004967,1,test
CHEMBL.COMPOUND:CHEMBL650,MONDO:0004967,1,val
CHEMBL.COMPOUND:CHEMBL83,MONDO:0004953,1,train
CHEMBL.COMPOUND:CHEMBL389621,MONDO:0007462,1,train
CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0007462,1,train
CHEMBL.COMPOUND:CHEMBL973,MONDO:0007462,1,train
CHEMBL.COMPOUND:CHEMBL632,MONDO:0007462,1,train
CHEMBL.COMPOUND:CHEMBL284348,MONDO:0007462,1,train
CHEMBL.COMPOUND:CHEMBL110054,MONDO:0007462,1,train
CHEMBL.COMPOUND:CHEMBL635,MONDO:0007462,1,train
CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0007462,1,train
CHEMBL.COMPOUND:CHEMBL1504,MONDO:0007462,1,test
CHEMBL.COMPOUND:CHEMBL1451,MONDO:0007462,1,train
CHEMBL.COMPOUND:CHEMBL650,MONDO:0007462,1,train
CHEMBL.COMPOUND:CHEMBL1201129,MONDO:0018881,1,train
CHEMBL.COMPOUND:CHEMBL848,MONDO:0018881,1,train
CHEMBL.COMPOUND:CHEMBL1489,MONDO:0018881,1,train
CHEMBL.COMPOUND:CHEMBL173929,MONDO:0003004,1,train
CHEMBL.COMPOUND:CHEMBL83,MONDO:0005590,1,val
CHEMBL.COMPOUND:CHEMBL13589,MONDO:0008228,1,train
CHEMBL.COMPOUND:CHEMBL1908357,MONDO:0008228,1,train
CHEMBL.COMPOUND:CHEMBL1547,MONDO:0008228,1,train
CHEMBL.COMPOUND:CHEMBL1405922,MONDO:0005010,1,train
CHEMBL.COMPOUND:CHEMBL389621,MONDO:0002081,1,train
CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0002081,1,train
CHEMBL.COMPOUND:CHEMBL632,MONDO:0002081,1,train
CHEMBL.COMPOUND:CHEMBL110054,MONDO:0002081,1,train
CHEMBL.COMPOUND:CHEMBL635,MONDO:0002081,1,train
CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0002081,1,train
CHEMBL.COMPOUND:CHEMBL1451,MONDO:0002081,1,train
CHEMBL.COMPOUND:CHEMBL650,MONDO:0002081,1,train
CHEMBL.COMPOUND:CHEMBL1709,MONDO:0001247,1,val
CHEMBL.COMPOUND:CHEMBL814,MONDO:0001247,1,test
CHEMBL.COMPOUND:CHEMBL637,MONDO:0001247,1,train
CHEMBL.COMPOUND:CHEMBL4297919,MONDO:0001247,1,train
CHEMBL.COMPOUND:CHEMBL1445,MONDO:0005758,1,train
CHEMBL.COMPOUND:CHEMBL1200335,MONDO:0005758,1,train
CHEMBL.COMPOUND:CHEMBL1170,MONDO:0005758,1,train
CHEMBL.COMPOUND:CHEMBL1395,MONDO:0005758,1,val
CHEMBL.COMPOUND:CHEMBL2106514,MONDO:0005758,1,train
CHEMBL.COMPOUND:CHEMBL67934,MONDO:0005758,1,train
CHEMBL.COMPOUND:CHEMBL1504,MONDO:0005340,1,train
CHEMBL.COMPOUND:CHEMBL1451,MONDO:0005340,1,test
CHEMBL.COMPOUND:CHEMBL2105882,MONDO:0005012,1,train
CHEMBL.COMPOUND:CHEMBL467,MONDO:0005012,1,train
CHEMBL.COMPOUND:CHEMBL1200881,MONDO:0005076,1,train
CHEMBL.COMPOUND:CHEMBL3039471,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL1200474,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL364143,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL1013,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL1599,MONDO:0005249,1,val
CHEMBL.COMPOUND:CHEMBL134350,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL680,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL617,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL1201071,MONDO:0005249,1,test
CHEMBL.COMPOUND:CHEMBL1201118,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL1146,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL9,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL850,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL1200513,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL1604,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL1201005,MONDO:0005249,1,val
CHEMBL.COMPOUND:CHEMBL4,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL528,MONDO:0005249,1,test
CHEMBL.COMPOUND:CHEMBL1607480,MONDO:0005249,1,train
CHEMBL.COMPOUND:CHEMBL897,MONDO:0005393,1,train
CHEMBL.COMPOUND:CHEMBL389621,MONDO:0005393,1,val
CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0005393,1,test
CHEMBL.COMPOUND:CHEMBL12952,MONDO:0005393,1,val
CHEMBL.COMPOUND:CHEMBL388590,MONDO:0005393,1,val
CHEMBL.COMPOUND:CHEMBL632,MONDO:0005393,1,test
CHEMBL.COMPOUND:CHEMBL107,MONDO:0005393,1,train
CHEMBL.COMPOUND:CHEMBL110054,MONDO:0005393,1,train
CHEMBL.COMPOUND:CHEMBL635,MONDO:0005393,1,train
CHEMBL.COMPOUND:CHEMBL1565476,MONDO:0005393,1,train
CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0005393,1,train
CHEMBL.COMPOUND:CHEMBL1504,MONDO:0005393,1,train
CHEMBL.COMPOUND:CHEMBL1078685,MONDO:0005393,1,val
CHEMBL.COMPOUND:CHEMBL1451,MONDO:0005393,1,train
CHEMBL.COMPOUND:CHEMBL650,MONDO:0005393,1,train
CHEMBL.COMPOUND:CHEMBL6,MONDO:0005393,1,train
CHEMBL.COMPOUND:CHEMBL3186192,MONDO:0005393,1,train
CHEMBL.COMPOUND:CHEMBL1711,MONDO:0000465,1,val
CHEMBL.COMPOUND:CHEMBL173929,MONDO:0014189,1,val
CHEMBL.COMPOUND:CHEMBL2141296,MONDO:0009693,1,train
CHEMBL.COMPOUND:CHEMBL43452,MONDO:0009693,1,train
CHEMBL.COMPOUND:CHEMBL18442,MONDO:0009693,1,train
CHEMBL.COMPOUND:CHEMBL451887,MONDO:0009693,1,train
CHEMBL.COMPOUND:CHEMBL1530428,MONDO:0009693,1,val
CHEMBL.COMPOUND:CHEMBL303933,MONDO:0005136,1,train
CHEMBL.COMPOUND:CHEMBL1201486,MONDO:0005136,1,train
CHEMBL.COMPOUND:CHEMBL25164,MONDO:0005136,1,train
CHEMBL.COMPOUND:CHEMBL1201538,MONDO:0005147,1,train
CHEMBL.COMPOUND:CHEMBL389621,MONDO:0007179,1,train
CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0007179,1,train
CHEMBL.COMPOUND:CHEMBL632,MONDO:0007179,1,test
CHEMBL.COMPOUND:CHEMBL110054,MONDO:0007179,1,train
CHEMBL.COMPOUND:CHEMBL635,MONDO:0007179,1,val
CHEMBL.COMPOUND:CHEMBL1504,MONDO:0007179,1,train
CHEMBL.COMPOUND:CHEMBL1451,MONDO:0007179,1,train
CHEMBL.COMPOUND:CHEMBL650,MONDO:0007179,1,train
CHEMBL.COMPOUND:CHEMBL2105717,MONDO:0015277,1,train
CHEMBL.COMPOUND:CHEMBL1200599,MONDO:0001673,1,train
CHEMBL.COMPOUND:CHEMBL1200665,MONDO:0001673,1,train
CHEMBL.COMPOUND:CHEMBL1616,MONDO:0001673,1,test
CHEMBL.COMPOUND:CHEMBL1120,MONDO:0001673,1,train
CHEMBL.COMPOUND:CHEMBL1200881,MONDO:0002021,1,train
CHEMBL.COMPOUND:CHEMBL1200881,MONDO:0001735,1,train
CHEMBL.COMPOUND:CHEMBL1200474,MONDO:0001735,1,train
CHEMBL.COMPOUND:CHEMBL364143,MONDO:0001735,1,train
CHEMBL.COMPOUND:CHEMBL1200388,MONDO:0001735,1,train
CHEMBL.COMPOUND:CHEMBL693,MONDO:0001735,1,val
CHEMBL.COMPOUND:CHEMBL1164,MONDO:0001735,1,train
CHEMBL.COMPOUND:CHEMBL134350,MONDO:0001735,1,train
CHEMBL.COMPOUND:CHEMBL1200567,MONDO:0001735,1,train
CHEMBL.COMPOUND:CHEMBL1201071,MONDO:0001735,1,train
CHEMBL.COMPOUND:CHEMBL1200513,MONDO:0001735,1,train
CHEMBL.COMPOUND:CHEMBL1411731,MONDO:0001735,1,train
CHEMBL.COMPOUND:CHEMBL1607480,MONDO:0001735,1,train
CHEMBL.COMPOUND:CHEMBL3183451,MONDO:0001735,1,train
CHEMBL.COMPOUND:CHEMBL917,MONDO:0005070,1,train
CHEMBL.COMPOUND:CHEMBL1607,MONDO:0005070,1,train
CHEMBL.COMPOUND:CHEMBL3085504,MONDO:0005070,1,val
CHEMBL.COMPOUND:CHEMBL513,MONDO:0100342,1,val
CHEMBL.COMPOUND:CHEMBL671,MONDO:0004987,1,train
CHEMBL.COMPOUND:CHEMBL3142544,DOID:12143,1,train
CHEMBL.COMPOUND:CHEMBL1231,DOID:12143,1,train
CHEMBL.COMPOUND:CHEMBL1760,MONDO:0004979,1,val
CHEMBL.COMPOUND:CHEMBL3989646,MONDO:0004979,1,test
CHEMBL.COMPOUND:CHEMBL1200405,MONDO:0004979,1,test
CHEMBL.COMPOUND:CHEMBL2104771,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL1201109,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL389621,MONDO:0004979,1,test
CHEMBL.COMPOUND:CHEMBL1370561,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL428880,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL2106660,MONDO:0004979,1,val
CHEMBL.COMPOUND:CHEMBL603,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL415324,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL632,MONDO:0004979,1,test
CHEMBL.COMPOUND:CHEMBL1512,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL110054,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL635,MONDO:0004979,1,val
CHEMBL.COMPOUND:CHEMBL1473,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL1159717,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL221190,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL1593948,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL1084647,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL1200812,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL21333,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL1504,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL2105133,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL1451,MONDO:0004979,1,train
CHEMBL.COMPOUND:CHEMBL19449,MONDO:0004979,1,val
CHEMBL.COMPOUND:CHEMBL1161,MONDO:0004979,1,test
CHEMBL.COMPOUND:CHEMBL1200777,MONDO:0005623,1,train
CHEMBL.COMPOUND:CHEMBL1236189,MONDO:0012883,1,train
CHEMBL.COMPOUND:CHEMBL1200976,MONDO:0012883,1,train
CHEMBL.COMPOUND:CHEMBL1563,MONDO:0012883,1,train
CHEMBL.COMPOUND:CHEMBL1425,MONDO:0012883,1,train
CHEMBL.COMPOUND:CHEMBL2106589,MONDO:0012883,1,train
CHEMBL.COMPOUND:CHEMBL727,MONDO:0018872,1,train
CHEMBL.COMPOUND:CHEMBL1417019,MONDO:0018872,1,train
CHEMBL.COMPOUND:CHEMBL1200981,MONDO:0018872,1,train
CHEMBL.COMPOUND:CHEMBL1200976,MONDO:0018872,1,train
CHEMBL.COMPOUND:CHEMBL1201129,MONDO:0018872,1,train
CHEMBL.COMPOUND:CHEMBL1563,MONDO:0018872,1,train
CHEMBL.COMPOUND:CHEMBL2106589,MONDO:0018872,1,test
CHEMBL.COMPOUND:CHEMBL608533,MONDO:0018872,1,val
CHEMBL.COMPOUND:CHEMBL3989908,MONDO:0018872,1,train
CHEMBL.COMPOUND:CHEMBL996,MONDO:0005246,1,test
CHEMBL.COMPOUND:CHEMBL1201041,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL1435,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL194126,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL1200344,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL1599,MONDO:0005246,1,test
CHEMBL.COMPOUND:CHEMBL2146124,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL693,MONDO:0005246,1,test
CHEMBL.COMPOUND:CHEMBL4208954,MONDO:0005246,1,test
CHEMBL.COMPOUND:CHEMBL1398589,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL134350,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL1730,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL617,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL43708,MONDO:0005246,1,test
CHEMBL.COMPOUND:CHEMBL1146,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL9,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL1384,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL1604,MONDO:0005246,1,val
CHEMBL.COMPOUND:CHEMBL1201005,MONDO:0005246,1,test
CHEMBL.COMPOUND:CHEMBL4,MONDO:0005246,1,val
CHEMBL.COMPOUND:CHEMBL1747,MONDO:0005246,1,test
CHEMBL.COMPOUND:CHEMBL528,MONDO:0005246,1,test
CHEMBL.COMPOUND:CHEMBL1200688,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL1727,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL766,MONDO:0005246,1,train
CHEMBL.COMPOUND:CHEMBL34259,MONDO:0000870,1,val
CHEMBL.COMPOUND:CHEMBL452231,MONDO:0000870,1,test
CHEMBL.COMPOUND:CHEMBL1200981,MONDO:0000870,1,test
CHEMBL.COMPOUND:CHEMBL1750,MONDO:0000870,1,test
CHEMBL.COMPOUND:CHEMBL389621,MONDO:0000870,1,train
CHEMBL.COMPOUND:CHEMBL1563,MONDO:0000870,1,train
CHEMBL.COMPOUND:CHEMBL2105882,MONDO:0000870,1,train
CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0000870,1,test
CHEMBL.COMPOUND:CHEMBL632,MONDO:0000870,1,test
CHEMBL.COMPOUND:CHEMBL501867,MONDO:0000870,1,train
CHEMBL.COMPOUND:CHEMBL110054,MONDO:0000870,1,test
CHEMBL.COMPOUND:CHEMBL635,MONDO:0000870,1,train
CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0000870,1,train
CHEMBL.COMPOUND:CHEMBL1425,MONDO:0000870,1,train
CHEMBL.COMPOUND:CHEMBL1504,MONDO:0000870,1,train
CHEMBL.COMPOUND:CHEMBL1451,MONDO:0000870,1,train
CHEMBL.COMPOUND:CHEMBL2106589,MONDO:0000870,1,train
CHEMBL.COMPOUND:CHEMBL650,MONDO:0000870,1,train
CHEMBL.COMPOUND:CHEMBL521,MONDO:0011827,1,test
CHEMBL.COMPOUND:CHEMBL2308885,MONDO:0004980,1,val
CHEMBL.COMPOUND:CHEMBL1201012,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1159650,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1200979,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1200877,MONDO:0004980,1,val
CHEMBL.COMPOUND:CHEMBL985,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1201360,MONDO:0004980,1,val
CHEMBL.COMPOUND:CHEMBL1201109,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL389621,MONDO:0004980,1,val
CHEMBL.COMPOUND:CHEMBL1200686,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1200989,MONDO:0004980,1,val
CHEMBL.COMPOUND:CHEMBL3186993,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1200975,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL101740,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL415324,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL632,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1200732,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL110054,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL635,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1473,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL16829,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1201380,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1200688,MONDO:0004980,1,val
CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1200845,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1504,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1451,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL650,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL1161,MONDO:0004980,1,train
CHEMBL.COMPOUND:CHEMBL398435,MONDO:0005294,1,train
CHEMBL.COMPOUND:CHEMBL628,MONDO:0005294,1,train
CHEMBL.COMPOUND:CHEMBL1200873,MONDO:0005294,1,train
CHEMBL.COMPOUND:CHEMBL98123,MONDO:0005294,1,test
CHEMBL.COMPOUND:CHEMBL508102,MONDO:0004425,1,train
CHEMBL.COMPOUND:CHEMBL1232132,MONDO:0004425,1,train
CHEMBL.COMPOUND:CHEMBL1515,MONDO:0004425,1,train
CHEMBL.COMPOUND:CHEMBL154111,MONDO:0007758,1,train
CHEMBL.COMPOUND:CHEMBL547,MONDO:0007758,1,train
CHEMBL.COMPOUND:CHEMBL1200979,MONDO:0005093,1,train
